,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,F_PU1,F_PU2,F_PU3,F_PU4,F_PU5,F_PU6,F_PU7,F_PU8,F_PU9,F_PU10,F_PU11,F_V2,S_PU1,S_PU2,S_PU3,S_PU4,S_PU5,S_PU6,S_PU7,S_PU8,S_PU9,S_PU10,S_PU11,S_V2
28234800,3.2800496,3.5373793,3.0517597,1.5174662,0.94283336,5.064565,0.6248615,2.973442,32.82598,26.350895,82.40024,26.382456,101.0129,12.776939,75.97518,12.48698,74.72691,29.705534,28.805529,0.100251466,0.100271545,0.0,0.038344882,0.0,0.039470382,0.039446108,0.034341298,0.0,0.025779828,0.02574101,0.077799104,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28238400,2.843425,3.1184886,3.297633,1.4644183,0.7361483,5.3313584,0.52528614,2.9745398,34.048912,26.688059,86.73114,26.71538,103.90385,14.91366,78.1889,14.643216,79.28764,29.993479,29.09348,0.09799408,0.09801349,0.0,0.03617686,0.0,0.037479807,0.037455857,0.03428907,0.0,0.02482844,0.024790265,0.08596458,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28242000,2.5718043,2.8565557,3.7151983,2.1872673,0.9894724,5.499999,1.6316558,2.9750607,34.638718,26.786114,89.64801,26.811098,105.97205,17.211864,80.327835,16.99863,88.38457,30.043186,29.143187,0.096898705,0.09691779,0.0,0.03455202,0.0,0.035826344,0.035802674,0.034364454,0.0,0.021839364,0.0218033,0.09011993,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28245600,2.402503,2.689938,4.215949,3.2521696,1.4613692,5.499999,3.0919945,2.9755259,35.159542,26.873663,92.57716,26.896559,108.08395,21.466831,83.564835,21.367233,74.70895,30.077929,29.177929,0.09592776,0.09594656,0.0,0.03281962,0.0,0.03398427,0.033960924,0.034924146,0.0,0.02893379,0.0,0.09399847,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
28249200,2.3597336,2.7810721,4.794853,4.0914764,2.157336,5.499999,4.192448,2.9757724,35.443756,27.431042,94.29556,27.485197,90.156876,21.955053,84.75786,21.861887,78.25343,30.38372,29.483719,0.09539643,0.09541507,0.0,0.03208057,0.0,0.0,0.04714112,0.034509327,0.0,0.027908785,0.0,0.093406,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
28252800,2.4719825,3.1919818,5.2690754,4.121921,2.9761512,5.395001,4.326645,2.9764607,36.22891,31.775005,77.01561,31.775005,69.72433,27.836481,87.69105,27.836481,61.187393,34.076126,33.17613,0.093923055,0.09394127,0.0,0.0,0.0,0.0,0.0,0.036170315,0.0,0.0,0.0,0.07246303,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28256400,2.690281,3.9611766,5.1016254,3.437628,3.816909,5.1949944,3.49264,2.9766467,36.43846,32.33659,76.93255,32.33659,69.2196,28.140228,88.285385,28.140228,60.59581,34.62548,33.72548,0.093528435,0.09354654,0.0,0.0,0.0,0.0,0.0,0.03600757,0.0,0.0,0.0,0.07016327,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28260000,3.0082614,4.6215644,4.940984,3.3187888,3.7382069,4.9672318,2.751485,2.976856,36.681618,30.575645,76.771515,30.537174,90.5077,31.796448,64.92952,31.796448,59.787422,33.140785,32.240784,0.09306977,0.09308773,0.0,0.0,0.0,0.0,0.048622806,0.0,0.0,0.0,0.0,0.08748475,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
28263600,3.2293968,5.004476,4.7800727,4.2590756,3.4021623,5.1779165,3.288085,2.976642,36.43194,30.735325,76.484245,30.69721,91.130806,28.967035,64.6208,28.849363,73.31041,33.270065,32.370064,0.09354082,0.093558915,0.0,0.0,0.0,0.0,0.048373822,0.0,0.0,0.03166001,0.0,0.082845174,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
28267200,3.5141096,5.4999433,4.6082788,3.9780045,3.082684,5.499999,4.6212687,2.9796185,39.90914,30.499943,76.20787,30.499943,69.59771,32.45694,64.200645,32.34864,81.4707,43.979225,31.689943,0.08690236,0.08691858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03027155,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28270800,4.1481824,5.499948,4.429285,3.301413,2.7342403,5.334586,4.0801854,2.9792,39.41187,30.499949,72.84985,30.499949,64.057945,35.119644,62.382286,35.119644,58.04849,43.87619,31.689947,0.087862514,0.087879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28274400,4.565827,5.0892615,4.0802736,3.2598343,2.0873682,4.9965043,2.5156763,2.9905295,24.667364,27.994556,61.21426,27.951853,82.41739,28.004711,56.046078,27.873167,65.22678,37.6494,29.37975,0.114923365,0.0,0.0,0.0,0.0,0.0,0.05143921,0.0,0.0,0.0336232,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28278000,4.2588224,4.542848,3.3919992,2.2993906,1.4358916,4.7956605,1.3982934,2.9897714,21.86992,27.317453,52.553085,27.272085,78.15406,17.51597,76.78601,17.393742,59.544342,34.712173,28.714827,0.11978808,0.0,0.0,0.0,0.0,0.0,0.053147778,0.036533244,0.0,0.032316033,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
28281600,3.6844294,3.5567782,3.0299191,1.3861068,0.9175977,4.7720437,0.33475825,2.9899201,22.410526,19.828362,80.776115,19.853151,97.161896,12.946082,76.050674,12.6532955,74.54105,34.99735,21.931557,0.11885358,0.0,0.0,0.035664607,0.0,0.037381995,0.03735806,0.03439771,0.0,0.025915066,0.025876157,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
28285200,3.2334337,2.3848357,3.2142148,1.19543,0.7266512,5.0427713,0.26313472,2.9903622,24.052258,19.560783,84.326,19.581377,99.27595,15.250527,78.29018,14.9759445,79.114426,36.4193,21.568296,0.11599926,0.0,0.0,0.03340295,0.0,0.035351027,0.035327442,0.034430046,0.0,0.025032872,0.024994558,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
28288800,2.9758308,1.2806612,3.567756,1.7915239,0.975343,5.499999,1.1966033,2.9905667,24.82154,19.128633,86.63671,19.146315,100.56489,17.872694,80.673004,17.660282,89.13965,37.032738,21.065182,0.11465317,0.0,0.0,0.031662494,0.0,0.0337624,0.03373909,0.03455063,0.0,0.021793948,0.021757916,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
28292400,2.7493563,0.4515584,4.011031,2.7256157,1.4507093,5.499999,2.9139125,2.9899714,22.597464,24.646542,91.39424,24.667406,106.25143,17.160532,81.68992,16.977766,91.74527,27.81498,26.914978,0.118529804,0.0,0.0,0.03215595,0.0,0.03360448,0.033581194,0.033504613,0.0,0.020095693,0.020060938,0.09179426,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28296000,2.368254,0.47410586,4.5650253,3.777719,2.117692,5.499999,4.0355835,2.9899993,22.700247,25.084805,92.079704,25.138712,88.04976,20.084139,83.34421,19.988829,75.370026,28.020403,27.120403,0.11835165,0.0,0.0,0.03199636,0.0,0.0,0.047005545,0.03423927,0.0,0.02825391,0.0,0.091233164,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
28299600,2.03733,0.61526,5.1213727,4.4818435,2.809138,5.4218273,4.4435587,2.9901202,23.145746,25.284075,92.48788,25.337244,88.20266,25.689068,86.247055,25.689068,60.438007,28.23421,27.33421,0.11757838,0.0,0.0,0.031860907,0.0,0.0,0.04703125,0.03577493,0.0,0.0,0.0,0.09369461,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
28303200,1.8703169,1.2847587,5.1493993,3.593172,3.5440328,5.167294,3.3307521,2.9902365,23.581785,29.41307,75.90376,29.41307,67.771126,26.11446,86.58679,26.11446,59.62283,31.687399,30.7874,0.116819754,0.0,0.0,0.0,0.0,0.0,0.0,0.03582334,0.0,0.0,0.0,0.06734141,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28306800,1.7411108,1.8774481,4.915069,3.249993,3.838238,5.0291815,2.694884,2.9899855,22.656166,27.292213,73.45713,27.252602,85.76372,25.740479,63.4709,25.620123,68.72454,29.798975,28.89897,0.11842806,0.0,0.0,0.0,0.0,0.0,0.04939426,0.0,0.0,0.032047097,0.0,0.07689924,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
28310400,1.4888425,2.1694164,4.571332,3.5486724,3.1839337,5.278087,3.0512807,2.989739,21.758036,27.286354,70.17081,27.245691,84.39953,24.829733,61.265892,24.708555,67.39497,29.755962,28.855963,0.11998118,0.0,0.0,0.0,0.0,0.0,0.050095115,0.0,0.0,0.032165345,0.0,0.06917933,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
28314000,1.1694993,2.3719947,4.117211,3.3940587,2.3117638,5.4044237,2.842261,2.9892783,20.079142,27.186476,61.162884,27.144112,82.05948,23.134005,56.201305,23.011227,64.88244,29.592276,28.692276,0.122865394,0.0,0.0,0.0,0.0,0.0,0.051218025,0.0,0.0,0.032394215,0.0,0.0539258,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
28317600,0.85421616,2.498038,3.426639,2.3843715,1.4438726,5.1891155,1.6485292,2.9720283,31.268059,27.313663,52.442116,27.268053,77.81639,15.717099,76.20625,15.598334,59.50681,29.752712,28.852713,0.103101194,0.10312214,0.0,0.0,0.0,0.0,0.05330247,0.035851736,0.0,0.031817894,0.0,0.058170572,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
28321200,0.4113548,2.16817,3.0400302,1.4496378,0.9287598,5.082369,0.40707943,2.9722145,31.474613,24.8165,82.120834,24.846312,100.15902,10.936795,75.28018,10.655055,73.91344,28.114742,27.214743,0.10272501,0.10274584,0.0,0.03767905,0.0,0.03895525,0.03893106,0.03365174,0.0,0.025382994,0.025344443,0.07268926,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28324800,0.03609398,1.7130442,3.2813735,1.3858371,0.70811284,5.330521,0.26899484,2.9733026,32.67059,25.135569,86.1503,25.1616,102.892746,12.8911085,77.25802,12.627953,78.157005,28.383879,27.483875,0.100537,0.10055717,0.0,0.035626344,0.0,0.03703526,0.037011385,0.033631083,0.0,0.024465181,0.024427254,0.08026692,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28328400,-1.4892578e-06,1.1472927,3.669173,2.039053,0.8604012,5.499999,1.1735536,2.9721167,31.366425,24.282803,88.61582,24.305544,104.200294,12.367671,78.26465,12.171576,85.479034,27.371717,26.471718,0.10292211,0.10294299,0.0,0.033668194,0.0,0.035177942,0.035154384,0.032663118,0.0,0.020873826,0.020838477,0.06669682,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28332000,-1.4892578e-06,0.75131685,4.148502,3.0526562,1.2553817,5.499999,2.7492807,2.9737213,33.136818,24.82768,91.46015,24.85006,106.737,15.654535,80.985886,15.476495,90.75435,27.943232,27.043232,0.09967943,0.099699356,0.0,0.032230265,0.0,0.033312008,0.03328878,0.03300979,0.0,0.019813502,0.019778961,0.08442536,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28335600,0.0014774902,0.80107194,4.7022915,3.983595,1.9188389,5.499999,3.9464726,2.9745724,34.084854,25.471344,93.512215,25.522581,89.50559,19.886915,83.92472,19.79523,76.88105,28.395023,27.495022,0.09792746,0.09794685,0.0,0.031311378,0.0,0.0,0.046394277,0.033771746,0.0,0.027667994,0.0,0.09193994,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
28339200,0.10876396,1.1185875,5.2991757,4.215004,2.7155623,5.425566,4.476561,2.9753537,34.96446,29.701271,76.95699,29.701271,69.87062,25.725534,86.69178,25.725534,61.33001,32.002373,31.102375,0.096291855,0.09631076,0.0,0.0,0.0,0.0,0.0,0.035543233,0.0,0.0,0.0,0.07245778,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28342800,0.35251188,1.8877265,5.123931,3.5407288,3.5404794,5.231736,3.6433935,2.9755397,35.178036,30.276148,76.83159,30.276148,69.11646,26.059315,87.30789,26.059315,60.736027,32.565804,31.665806,0.09589323,0.09591202,0.0,0.0,0.0,0.0,0.0,0.035381846,0.0,0.0,0.0,0.07030919,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28346400,0.6533819,2.5751543,4.9534388,3.1952987,3.8559673,5.009657,2.8864071,2.9757862,35.459915,28.57525,76.67397,28.537807,89.815254,29.64735,65.12715,29.64735,59.992287,31.13599,30.23599,0.095366195,0.09538483,0.0,0.0,0.0,0.0,0.047914572,0.0,0.0,0.0,0.0,0.08753374,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
28350000,0.92643964,2.9734137,4.784147,4.1051874,3.5410283,5.088936,3.0731027,2.9755118,35.14361,28.732233,76.48552,28.695217,90.50675,26.842104,64.76625,26.72732,72.637184,31.260275,30.360275,0.09595752,0.09597633,0.0,0.0,0.0,0.0,0.047620602,0.0,0.0,0.031237358,0.0,0.08256234,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
28353600,1.1738478,3.5449138,4.6129665,4.10235,3.218248,5.499999,4.216084,2.9761305,35.85123,31.676498,76.32854,31.676498,69.67166,27.851688,64.360214,27.74944,79.81581,33.951023,33.05102,0.094632834,0.09465126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029346848,0.0,0.06737972,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
28357200,1.528389,4.2826734,4.443368,3.4244661,2.8753386,5.38382,4.2843127,2.975749,35.41735,32.019184,73.12776,32.019184,63.971104,30.233204,62.430275,30.233204,58.015076,34.270428,33.370426,0.09544584,0.095464505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06264749,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28360800,1.7848105,4.6773143,4.1059837,3.2348683,2.2276015,5.0206237,2.6002014,2.9740236,33.47449,29.622662,61.261105,29.579037,82.80889,29.12356,55.996975,29.12356,44.91379,32.084003,31.184002,0.09905668,0.09907641,0.0,0.0,0.0,0.0,0.05203859,0.0,0.0,0.0,0.0,0.06485219,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
28364400,1.6065516,4.763923,3.418807,2.3042834,1.4360684,4.785996,1.3750948,2.9726934,32.000294,29.50001,52.43887,29.453314,78.51729,16.68058,76.46987,16.55943,59.25979,31.897139,30.997139,0.10176537,0.101785906,0.0,0.0,0.0,0.0,0.053982172,0.036244895,0.0,0.032161415,0.0,0.04672879,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
28368000,1.1768243,4.3159785,3.0497692,1.4659996,0.90278,4.7515516,0.2926771,2.9727538,32.06471,26.400105,82.46669,26.431313,100.97095,11.640822,75.494156,11.354677,74.06846,29.693659,28.79366,0.101647556,0.10166806,0.0,0.038335823,0.0,0.039538153,0.039513867,0.033949103,0.0,0.025596272,0.025557578,0.06608337,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28371600,0.81607425,3.7713838,3.2994933,1.4090078,0.67804956,5.010773,0.1910647,2.9737957,33.220245,26.801662,86.76905,26.829437,104.07772,13.565937,77.528595,13.298689,78.332085,30.03535,29.135345,0.0995257,0.09954557,0.0,0.036219336,0.0,0.037431218,0.03740728,0.03387693,0.0,0.024669645,0.024631578,0.07381427,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28375200,0.60833347,3.376045,3.7187793,2.1494184,0.8922039,5.4699078,1.0935863,2.9742281,33.70272,26.85451,89.37515,26.880295,105.95023,14.591093,79.28626,14.339574,81.26657,30.03947,29.139471,0.09863498,0.09865458,0.0,0.034753338,0.0,0.03590507,0.03588139,0.033427157,0.0,0.023875214,0.023837697,0.07735162,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28378800,0.4964752,3.0705893,4.212693,3.221539,1.3323352,5.499999,2.7321188,2.9746885,34.216705,26.965944,92.50898,26.98939,108.18169,17.141626,81.71279,16.95855,91.69276,30.08858,29.18858,0.09768292,0.097702235,0.0,0.032920282,0.0,0.033980135,0.03395679,0.033479284,0.0,0.020113997,0.020079225,0.08083971,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28382400,0.53231484,3.0124533,4.7893744,4.0646224,2.0006385,5.499999,3.952249,2.9747956,34.337166,27.466171,92.952126,27.523794,88.74546,20.054155,83.2722,19.95836,75.11348,30.35723,29.457224,0.097459316,0.097478576,0.0,0.032956015,0.0,0.0,0.04794586,0.034264673,0.0,0.028332813,0.0,0.08014244,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
28386000,0.6205839,3.2024696,5.274945,4.1424317,2.689257,5.4444675,4.541311,2.9754653,35.09327,31.025433,76.29925,31.025433,68.32143,26.007969,86.057304,26.007969,60.54405,33.281773,32.38177,0.09605151,0.09607034,0.0,0.0,0.0,0.0,0.0,0.036061317,0.0,0.0,0.0,0.06370925,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28389600,0.85217905,3.8787446,5.0565023,3.2274642,3.4143012,5.201766,3.4217327,2.975614,35.26359,31.517248,75.99098,31.517248,67.245316,26.342316,86.71294,26.342316,59.68625,33.76272,32.862713,0.09573337,0.095752105,0.0,0.0,0.0,0.0,0.0,0.03588073,0.0,0.0,0.0,0.061425827,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28393200,1.0594362,4.247401,4.832628,3.547361,3.916252,5.0031457,2.6108985,2.9749165,34.473175,29.428371,73.22748,29.387838,86.70352,26.23341,63.450706,26.112236,68.80049,31.907827,31.007826,0.09720661,0.09722578,0.0,0.0,0.0,0.0,0.050012566,0.0,0.0,0.03216499,0.0,0.071162246,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
28396800,1.1884841,4.4719086,4.4826674,3.9026508,3.2535388,5.2601347,2.948208,2.9744468,33.944344,29.494051,69.86418,29.452398,85.30905,25.914663,61.45295,25.791569,67.50206,31.954596,31.054596,0.098187834,0.0982073,0.0,0.0,0.0,0.0,0.05075064,0.0,0.0,0.032439068,0.0,0.06651467,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
28400400,1.2382624,4.639242,4.020863,3.793039,2.3954146,5.3971214,2.769298,2.9736607,33.06898,29.498804,60.677845,29.455519,83.140465,25.307682,56.23297,25.180893,64.99741,31.933681,31.033682,0.09980438,0.09982433,0.0,0.0,0.0,0.0,0.05181888,0.0,0.0,0.03296119,0.0,0.059596445,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
28404000,1.0963548,4.7016153,3.3214827,2.846827,1.4537417,5.1783814,1.5983369,2.972484,31.770197,29.399694,52.47415,29.353306,78.83905,16.359018,76.37405,16.238983,59.50613,31.785141,30.885141,0.10218581,0.10220647,0.0,0.0,0.0,0.0,0.053790435,0.036118507,0.0,0.0320009,0.0,0.04388529,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
28407600,0.69175166,4.2785993,3.0629032,1.6760519,0.92723435,5.0827317,0.38572258,2.9725726,31.868813,26.272486,82.40048,26.304157,101.04322,11.397697,75.49415,11.113589,74.07996,29.552729,28.652729,0.10200568,0.1020263,0.0,0.038303547,0.0,0.039389092,0.039364837,0.033802,0.0,0.025497666,0.025459034,0.06437479,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28411200,0.3471029,3.719373,3.308144,1.6165857,0.72646517,5.333572,0.26596245,2.9736097,33.01026,26.667465,86.70755,26.695389,104.05651,13.291294,77.5045,13.025854,78.278366,29.887894,28.987894,0.09991248,0.09993247,0.0,0.036178537,0.0,0.037339292,0.037315365,0.03372505,0.0,0.024579553,0.02454155,0.07197401,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28414800,0.1631932,3.3136535,3.724249,2.3339374,0.93258286,5.499999,1.3341391,2.9740932,33.551605,26.748306,89.39307,26.773739,105.858765,15.625993,79.64449,15.420206,87.64722,29.924944,29.024942,0.09891428,0.098933965,0.0,0.03468027,0.0,0.035889797,0.035866115,0.033822473,0.0,0.02142436,0.021388602,0.07618956,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28418400,0.07766819,2.9929986,4.2179213,3.3847847,1.3778673,5.499999,3.007302,2.9745305,34.040634,26.853733,92.39627,26.877169,108.066666,19.53828,82.66338,19.44169,74.21697,29.969912,29.069912,0.09800942,0.09802884,0.0,0.03292053,0.0,0.03398359,0.033960238,0.034319907,0.0,0.028458562,0.0,0.07972708,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
28422000,0.13535304,2.9371974,4.793495,4.1440406,2.0510447,5.499999,4.1544228,2.9748607,34.409496,27.414257,94.18923,27.468868,90.330986,20.176348,84.099335,20.084288,76.993935,30.284851,29.384851,0.097324945,0.09734416,0.0,0.032138262,0.0,0.0,0.04703442,0.033841185,0.0,0.02772934,0.0,0.08040627,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
28425600,0.3145421,3.2604241,5.269671,4.091625,2.8573585,5.3970566,4.3466434,2.975684,35.343243,31.146461,76.7473,31.146461,69.699356,26.173279,87.05244,26.173279,61.181477,33.406513,32.50651,0.095584445,0.095603146,0.0,0.0,0.0,0.0,0.0,0.03559275,0.0,0.0,0.0,0.0644744,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28429200,0.59000903,3.9448197,5.0815988,3.4113693,3.6986558,5.1948175,3.5253448,2.9758792,35.562595,31.6771,76.608025,31.6771,69.04701,26.501837,87.69238,26.501837,60.61631,33.928093,33.028095,0.09517394,0.09519252,0.0,0.0,0.0,0.0,0.0,0.035415072,0.0,0.0,0.0,0.06259516,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28432800,0.9343973,4.494735,4.897238,3.3757062,3.8000636,4.9685616,2.767475,2.9761026,35.81713,30.108948,76.580444,30.071053,90.77549,30.151237,64.99883,30.151237,59.859177,32.62695,31.72695,0.09469681,0.09471526,0.0,0.0,0.0,0.0,0.048227683,0.0,0.0,0.0,0.0,0.08020166,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
28436400,1.2146918,4.801288,4.72522,4.3383546,3.4742882,5.153685,3.2557428,2.9758933,35.577824,30.217607,76.31089,30.179953,91.18989,27.342678,64.67157,27.227806,73.09335,32.706875,31.806875,0.09514556,0.095164135,0.0,0.0,0.0,0.0,0.048060995,0.0,0.0,0.031251077,0.0,0.07538137,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
28440000,1.5055717,5.39415,4.5447197,3.9403603,3.1456478,5.499999,4.5305767,2.9764373,36.199265,32.93773,76.25588,32.93773,69.47659,28.31845,64.3506,28.216196,80.27979,35.177605,34.277603,0.09397882,0.09399706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029347695,0.0,0.0602277,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
28443600,2.105163,5.4999943,4.3740883,3.2587087,2.8194351,5.3495154,4.1521626,2.978265,38.312634,30.499994,72.908134,30.499994,63.790558,33.247158,62.358868,33.247158,57.83743,42.158546,31.689995,0.08997196,0.089989044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28447200,2.6385212,5.0693464,4.0296907,3.257602,2.151727,4.9903746,2.5054722,2.9754095,35.03115,27.97101,61.409252,27.928236,82.295494,27.244322,55.94614,27.113752,64.97411,38.26019,29.356546,0.09616743,0.09618631,0.0,0.0,0.0,0.0,0.051487286,0.0,0.0,0.033488493,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28450800,2.6942992,4.522403,3.346802,2.2805917,1.4354545,4.7754107,1.3606491,2.974391,33.88538,27.281805,52.64362,27.236124,77.69559,18.585844,77.096664,18.461597,59.58189,37.059483,28.680592,0.09829701,0.09831652,0.0,0.0,0.0,0.0,0.053343553,0.03695035,0.0,0.032603033,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
28454400,2.4696524,3.5109763,3.033863,1.3284452,0.9254856,4.773727,0.34099042,2.9749444,34.50682,19.78749,80.73113,19.812372,97.143555,13.840856,76.33192,13.54366,74.879105,37.46347,21.89024,0.09714406,0.097163215,0.0,0.035666954,0.0,0.037363723,0.03733979,0.034760028,0.0,0.026125174,0.026086127,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
28458000,2.3616312,2.3393967,3.2162611,1.1577673,0.75174737,5.055217,0.26026976,2.9760373,35.741257,19.517366,84.50475,19.536966,99.15971,15.556147,78.40976,15.280754,79.32021,38.51956,21.52402,0.09483912,0.094857596,0.0,0.03326585,0.0,0.035414908,0.035391305,0.034540065,0.0,0.02507261,0.02503427,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
28461600,2.4528487,1.2357756,3.5782113,1.7282162,0.99100715,5.499999,1.2215972,2.976828,36.647305,19.092281,86.49783,19.110573,100.60009,18.28969,80.62651,18.075216,89.32006,39.49854,21.028347,0.093134575,0.09315255,0.0,0.03172947,0.0,0.033695627,0.03367233,0.034822814,0.0,0.02190792,0.021871807,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
