,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,F_PU1,F_PU2,F_PU3,F_PU4,F_PU5,F_PU6,F_PU7,F_PU8,F_PU9,F_PU10,F_PU11,F_V2,S_PU1,S_PU2,S_PU3,S_PU4,S_PU5,S_PU6,S_PU7,S_PU8,S_PU9,S_PU10,S_PU11,S_V2
28371600,3.2046587,0.3124692,3.2635422,1.2559288,0.7005877,5.050352,0.20490572,2.9743724,33.864395,24.364872,85.92345,24.390284,102.4551,14.696645,77.99486,14.42568,79.00663,27.735151,26.835152,0.09833586,0.098355375,0.0,0.035313897,0.0,0.036757674,0.036733843,0.034275603,0.0,0.024854219,0.024816025,0.1009998,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28375200,2.8568056,0.22967891,3.6592853,1.9561651,0.93400604,5.499999,1.139444,2.974884,34.437725,24.412012,88.665924,24.43505,104.33703,17.130766,80.161446,16.91636,88.16915,27.74255,26.842546,0.09727248,0.097291686,0.0,0.033716254,0.0,0.03516995,0.035146393,0.03441532,0.0,0.02190407,0.021867955,0.10532101,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28378800,2.6084206,0.24335715,4.139926,2.9902694,1.3830298,5.499999,2.8311827,2.9753304,34.940643,24.581648,91.35188,24.603601,106.499054,18.654175,82.359505,18.469717,93.05372,27.858433,26.958431,0.09633626,0.096355185,0.0,0.03214134,0.0,0.03330133,0.033278104,0.034003526,0.0,0.02019595,0.020161116,0.10814578,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28382400,2.5020132,0.45795336,4.6916223,3.934407,2.0761688,5.499999,4.0911617,2.9754374,35.062424,25.451246,92.194115,25.505722,88.06315,21.591387,83.91259,21.493555,75.678444,28.48698,27.586979,0.096109085,0.096127935,0.0,0.032159455,0.0,0.0,0.04720476,0.034793615,0.0,0.02865577,0.0,0.10492939,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
28386000,2.469671,0.7933654,5.252202,4.3392663,2.77967,5.4112787,4.385497,2.9756978,35.35809,28.05794,93.56413,28.152979,68.51532,27.094252,86.538765,27.094252,60.4083,30.656332,29.75633,0.09555669,0.09557539,0.0,0.03294316,0.0,0.0,0.0,0.036398496,0.0,0.0,0.0,0.09189911,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28389600,2.7951581,1.1142296,5.091607,3.4300566,3.5312986,5.156113,3.269658,2.9786325,38.74459,26.11423,76.069756,26.11423,67.60785,30.076712,88.25142,30.076712,59.51529,42.358894,27.30423,0.08914541,0.08916226,0.0,0.0,0.0,0.0,0.0,0.037095066,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28393200,3.2714128,0.84811556,4.8706813,3.3576982,3.830499,5.060798,2.7674005,2.9780002,38.005703,24.000006,73.577385,23.962328,84.94628,30.216633,63.293934,30.08899,69.46591,41.680733,25.362223,0.0905578,0.09057505,0.0,0.0,0.0,0.0,0.048075777,0.0,0.0,0.033080846,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28396800,3.5241323,0.6736983,4.533706,3.627356,3.1525218,5.3305116,3.165004,2.9752932,34.89689,27.170956,69.87527,27.130493,84.5379,27.883896,61.231243,27.757895,67.98095,29.816183,28.916182,0.09641785,0.0964368,0.0,0.0,0.0,0.0,0.049965367,0.0,0.0,0.032850288,0.0,0.09813911,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
28400400,3.4524436,1.082092,4.0708323,3.5027404,2.2773473,5.4918785,3.0317006,2.9758375,35.516636,24.097929,61.05216,24.05748,81.48508,27.989485,55.99879,27.858265,65.38154,39.0144,25.472826,0.09526,0.095278606,0.0,0.0,0.0,0.0,0.049955048,0.0,0.0,0.033578172,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28404000,3.5147653,0.5513477,3.3788652,2.475724,1.4507558,5.270869,1.8943747,2.9747818,34.322674,23.419027,52.317696,23.375559,76.81841,19.275742,77.3848,19.151386,60.218494,37.79928,24.807732,0.09748621,0.097505465,0.0,0.0,0.0,0.0,0.05193578,0.0371686,0.0,0.03261775,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
28407600,2.9969225,0.36876345,3.0398905,1.4668182,0.9457169,5.1048975,0.5604747,2.9729817,32.3158,23.926191,81.82815,23.95526,99.620316,12.275806,75.86188,11.988689,74.582054,27.318512,26.418512,0.10118785,0.10120821,0.0,0.037357174,0.0,0.038684893,0.03866075,0.034109537,0.0,0.025643094,0.025604365,0.09076567,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28411200,2.5179517,0.11467198,3.2641654,1.3761632,0.74649185,5.3743787,0.474759,2.974098,33.55394,24.136238,85.67777,24.161655,102.21199,14.329133,77.87803,14.061149,79.00509,27.493095,26.593096,0.09890995,0.09892964,0.0,0.035323735,0.0,0.036769778,0.036745943,0.03412528,0.0,0.024706295,0.0246682,0.099038,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28414800,2.1971667,0.014073474,3.6533973,2.0424945,0.9771476,5.499999,1.6253214,2.9745862,34.105263,24.19751,88.37385,24.221191,104.232834,16.801186,79.97443,16.5938,88.64068,27.510271,26.610271,0.097889625,0.097908996,0.0,0.033763394,0.0,0.035072573,0.035049032,0.034328543,0.0,0.02151418,0.021478355,0.10312819,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28418400,1.9754407,0.008831933,4.1221313,3.0736225,1.4217622,5.499999,3.1107004,2.9751444,34.730713,24.34337,91.39171,24.364782,106.36651,21.037886,83.43222,20.939724,74.96938,27.606987,26.706987,0.09672747,0.096746504,0.0,0.03196188,0.0,0.033197135,0.033173926,0.034750905,0.0,0.028707035,0.0,0.107156225,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
28422000,1.8905947,0.22025159,4.6777253,3.9803576,2.1242776,5.499999,4.2341294,2.975391,35.009274,25.278322,93.223145,25.330046,89.5102,21.47518,84.48388,21.381483,77.5226,28.28848,27.388475,0.09620827,0.09622715,0.0,0.031374987,0.0,0.0,0.04628022,0.03438789,0.0,0.02799486,0.0,0.10434288,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
28425600,1.9571767,0.6591364,5.2733727,4.219078,2.9348886,5.3726487,4.3138733,2.9757583,35.42546,27.994026,94.86996,28.084476,69.8676,26.937925,87.317665,26.937925,61.276478,30.58321,29.68321,0.09543067,0.09544932,0.0,0.03207344,0.0,0.0,0.0,0.035875943,0.0,0.0,0.0,0.09183131,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28429200,2.2718737,1.1622964,5.1386743,3.530934,3.7855809,5.1713867,3.5255775,2.978879,39.03396,26.162296,76.760864,26.162296,69.00094,30.268513,89.142204,30.268513,60.546482,42.611774,27.352297,0.08858982,0.08860652,0.0,0.0,0.0,0.0,0.0,0.036713444,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28432800,2.888292,1.0462803,4.9612617,3.2067306,3.7486527,4.940694,2.7552896,2.9801254,40.518024,24.323837,76.66437,24.288723,88.46531,35.62229,64.96229,35.62229,59.99199,44.95712,25.674343,0.08572144,0.08573733,0.0,0.0,0.0,0.0,0.046281975,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28436400,3.454876,0.55639386,4.790202,4.0780354,3.4266074,5.1361794,3.315888,2.9795349,39.811882,23.86865,76.552,23.834244,88.87725,32.033447,64.58439,31.911152,74.02895,43.80567,25.215925,0.08709068,0.08710696,0.0,0.0,0.0,0.0,0.045776743,0.0,0.0,0.032325514,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28440000,3.6754625,1.1056999,4.6234684,4.140283,3.0934649,5.499999,4.595503,2.979665,39.96753,26.1057,76.245964,26.1057,69.8881,32.579613,64.32338,32.471607,81.73567,44.078987,27.2957,0.086789295,0.086805485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030227859,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28443600,4.303866,1.1056999,4.4459257,3.47317,2.7792144,5.3410416,4.0948544,2.979265,39.489826,26.1057,72.95448,26.1057,64.39717,35.23722,62.379192,35.23722,57.977627,43.996536,27.2957,0.08771221,0.087728664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28447200,4.630525,0.7753247,4.1007466,3.1900897,2.1224544,4.9962997,2.5130625,2.990534,24.691103,23.790808,61.20597,23.750355,81.168846,28.020037,56.070488,27.888355,65.17192,37.66905,25.165737,0.11488178,0.0,0.0,0.0,0.0,0.0,0.049959984,0.0,0.0,0.03364176,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28450800,4.179697,0.60133064,3.4123888,2.1787467,1.4209065,4.7834754,1.3638954,2.988883,18.646593,25.41908,52.06133,25.374615,77.47729,14.595763,75.702034,14.477877,58.82927,27.848116,26.948116,0.12530741,0.0,0.0,0.0,0.0,0.0,0.052575607,0.03550129,0.0,0.031690635,0.0,0.05709428,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
28454400,3.372202,0.2063315,3.026831,1.3497462,0.85798275,4.714996,0.2376293,2.9888086,18.384031,22.836863,81.59732,22.864447,98.90996,9.712252,74.88533,9.435925,73.36086,26.089037,25.189037,0.12575312,0.0,0.0,0.036889132,0.0,0.03838957,0.038365472,0.033141997,0.0,0.025118496,0.025080124,0.06993483,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28458000,2.5564191,-8.5449216e-08,3.2009878,1.1266621,0.61509526,4.942861,0.05899834,2.9889295,18.82116,18.909182,84.26484,18.928505,98.81659,11.020046,76.53293,10.764379,77.19553,22.213264,21.313265,0.12501074,0.0,0.0,0.033037163,0.0,0.035178,0.03515444,0.032924123,0.0,0.02408675,0.024049083,0.10336954,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28461600,1.8718749,-8.5449216e-08,3.5568824,1.7091197,0.79181004,5.382416,0.86337715,2.9892738,20.062809,20.612957,87.09654,20.632792,101.699905,12.717394,78.46574,12.47553,80.5477,23.856285,22.956285,0.12289335,0.0,0.0,0.03232523,0.0,0.034096748,0.03407338,0.0327725,0.0,0.023376126,0.023338959,0.100495294,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28465200,1.3183459,-8.5449216e-08,4.000799,2.6645684,1.2246022,5.499999,2.4254584,2.989604,21.255215,22.412247,90.48167,22.431198,104.69496,15.823618,80.97458,15.646373,91.009705,25.585468,24.685469,0.12084757,0.0,0.0,0.031292427,0.0,0.032932714,0.032909553,0.03312107,0.0,0.019765534,0.019731032,0.097134635,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28468800,0.9896683,0.055940688,4.5410733,3.7310987,1.8807669,5.499999,3.8123972,2.974735,34.271996,24.884295,91.70703,24.938637,87.66721,20.295048,83.26035,20.198212,74.85729,27.88225,26.982248,0.097580284,0.097599566,0.0,0.032107543,0.0,0.0,0.04710865,0.034414694,0.0,0.028497063,0.0,0.09995678,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
28472400,0.95607966,0.27614585,5.0898676,4.403104,2.5671062,5.4711356,4.6700377,2.9748142,34.356987,25.104557,92.19414,25.158344,88.31925,25.58746,85.686035,25.58746,60.661427,28.093296,27.193293,0.09742247,0.09744172,0.0,0.031935122,0.0,0.0,0.04686415,0.03603374,0.0,0.0,0.0,0.099379204,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
28476000,1.103252,0.95198834,5.1569986,3.728029,3.2872949,5.224909,3.541409,2.9754143,35.03459,29.755747,75.897095,29.755747,68.191246,26.203413,86.490776,26.203413,59.767376,32.069874,31.169872,0.096161015,0.09617988,0.0,0.0,0.0,0.0,0.0,0.035927627,0.0,0.0,0.0,0.07483864,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28479600,1.5217149,1.0262396,4.921683,3.120894,3.9833734,4.967725,2.5271733,2.9773116,37.204636,24.166237,73.61681,24.128319,84.80508,28.749414,63.539574,28.62426,69.28251,40.350636,25.529562,0.09208047,0.09209815,0.0,0.0,0.0,0.0,0.04824232,0.0,0.0,0.032730695,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28483200,1.9324945,0.5141499,4.5841966,3.3870916,3.3197021,5.2460985,2.9473057,2.9765816,36.363945,23.625689,70.18973,23.587193,83.5265,28.129988,61.40538,28.003149,67.79554,39.492126,24.991663,0.093668856,0.09368699,0.0,0.0,0.0,0.0,0.048639297,0.0,0.0,0.032967895,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28486800,1.8732004,0.93701714,4.1305776,3.2580948,2.4514668,5.388899,2.8297222,2.9735677,32.963985,26.597395,60.78476,26.555384,81.93229,25.426134,56.091072,25.29918,65.02914,29.159246,28.259245,0.099997655,0.10001766,0.0,0.0,0.0,0.0,0.05098973,0.0,0.0,0.032984775,0.0,0.08436267,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
28490400,1.7925961,0.8473389,3.4311225,2.2511983,1.4585321,5.1717305,1.7166831,2.9739351,33.37569,23.710701,52.893223,23.667147,76.99226,17.862125,76.86642,17.739594,59.737026,36.25261,25.099806,0.09923905,0.09925883,0.0,0.0,0.0,0.0,0.0519925,0.03667974,0.0,0.032358926,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
28494000,1.4297438,0.2941029,3.037835,1.3689916,0.93890804,5.0473104,0.42966408,2.9723818,31.65572,23.627739,81.75334,23.656073,99.31676,11.31447,75.4437,11.03112,74.09098,26.980402,26.080402,0.10239476,0.10241549,0.0,0.037235904,0.0,0.038688265,0.03866412,0.03378195,0.0,0.025461035,0.025422432,0.08489089,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28497600,0.98505,-8.5449216e-08,3.2562494,1.2501895,0.70629895,5.297025,0.32679594,2.9731398,32.493195,21.508436,85.08989,21.530561,100.55362,13.048299,77.42696,12.785697,78.38189,24.87132,23.971321,0.100862615,0.10088288,0.0,0.034122735,0.0,0.035941254,0.035917565,0.03362376,0.0,0.024437303,0.024399394,0.10598151,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28501200,0.6513913,-8.5449216e-08,3.6313615,1.8595849,0.92820174,5.499999,1.3741832,2.9738142,33.241875,22.858976,87.92715,22.88059,103.139244,15.550044,79.614044,15.344987,87.653694,26.15427,25.25427,0.09948585,0.0995057,0.0,0.033215895,0.0,0.03484641,0.03482291,0.03379475,0.0,0.021383373,0.021347646,0.10288515,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28504800,0.43979028,-8.5449216e-08,4.0924587,2.854352,1.3784626,5.499999,3.0057487,2.9744468,33.94798,24.260933,91.283714,24.28229,106.244804,19.748062,82.722374,19.650501,73.963844,27.467978,26.567976,0.09818109,0.09820055,0.0,0.03197835,0.0,0.03323098,0.03320777,0.03440952,0.0,0.02861241,0.0,0.099240154,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
28508400,0.40622953,0.10547255,4.642779,3.8653975,2.0440314,5.499999,4.0975614,2.974684,34.211964,24.936436,93.100784,24.987406,89.15777,20.153149,83.881134,20.060852,76.86044,27.89649,26.99649,0.09769171,0.09771102,0.0,0.031229366,0.0,0.0,0.046285782,0.033958595,0.0,0.027767608,0.0,0.09764456,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
28512000,0.4931033,0.42887142,5.233366,4.308561,2.8322065,5.3858385,4.4093003,2.9751306,34.716545,27.441772,94.667595,27.53104,69.84965,25.714136,86.87458,25.714136,61.447292,29.999413,29.099413,0.096753836,0.09677288,0.0,0.031846814,0.0,0.0,0.0,0.035432786,0.0,0.0,0.0,0.08729306,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28515600,0.7411719,1.1335168,5.1525707,3.6268072,3.6752527,5.1972547,3.6579695,2.9782512,38.29871,26.133516,76.95996,26.133516,69.13295,29.000423,88.65512,29.000423,60.529636,41.42657,27.323517,0.08999859,0.09001568,0.0,0.0,0.0,0.0,0.0,0.036281765,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28519200,1.3536369,1.0830641,4.989911,3.0889704,3.7990496,4.9638085,2.8330708,2.9794698,39.73212,24.352486,76.62162,24.31721,88.289665,34.254814,65.02727,34.254814,59.994358,43.725918,25.70375,0.08724455,0.08726086,0.0,0.0,0.0,0.0,0.046399638,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28522800,1.9419683,0.5920056,4.812787,3.9563034,3.4739997,5.105837,3.1770499,2.9789116,39.07271,23.902468,76.21524,23.868023,88.86678,30.754591,64.715004,30.633417,73.32094,42.640034,25.249905,0.08851564,0.088532306,0.0,0.0,0.0,0.0,0.04580338,0.0,0.0,0.032165036,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28526400,2.1848326,1.0651395,4.6192827,4.232854,3.1535077,5.499999,4.3463926,2.976242,35.97891,30.432436,76.48516,30.432436,69.74887,28.349709,64.28516,28.246738,79.964195,32.77977,31.879768,0.0943931,0.09441144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029458843,0.0,0.080635235,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
28530000,2.7762942,1.1507343,4.458362,3.548598,2.8114636,5.366035,4.216754,2.9785488,38.649395,26.150734,72.924866,26.150734,64.206635,33.84763,62.28824,33.84763,57.754215,42.69267,27.340734,0.08932759,0.089344494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28533600,3.3051689,0.84602267,4.11109,3.1692724,2.144788,4.991723,2.5139742,2.9762235,35.95543,23.859097,61.27742,23.818588,81.17304,31.824526,56.08908,31.824526,44.843014,39.728992,25.23425,0.09443718,0.09445554,0.0,0.0,0.0,0.0,0.04999273,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28537200,3.2272062,0.6351379,3.4236438,2.1599014,1.4368683,4.775485,1.3719321,2.9725864,31.883892,25.987703,52.986233,25.942825,77.49263,16.791145,76.52497,16.66973,59.23555,28.532768,27.632767,0.10197813,0.10199873,0.0,0.0,0.0,0.0,0.05283597,0.036275875,0.0,0.03219935,0.0,0.0793758,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
28540800,2.671068,0.4686876,3.0409603,1.3455232,0.9083611,4.7503424,0.26851115,2.9728794,32.203957,23.956575,81.92136,23.985188,99.57342,11.960808,75.6724,11.673801,74.280945,27.338343,26.438343,0.10139269,0.10141312,0.0,0.03732315,0.0,0.038744092,0.038719937,0.034034416,0.0,0.025637744,0.025599021,0.08898767,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28544400,2.2003062,0.19482988,3.2715323,1.2628027,0.7131265,5.0212746,0.21414235,2.973963,33.40394,24.190529,86.19977,24.214392,102.25844,14.044736,77.83893,13.7750225,78.50835,27.528522,26.628523,0.09918692,0.099206686,0.0,0.03505255,0.0,0.036775038,0.036751207,0.033979032,0.0,0.024792274,0.024754126,0.09705238,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28548000,1.8779722,0.07247456,3.6791167,1.9413846,0.9462192,5.485702,1.1306539,2.974414,33.9093,24.245232,88.72025,24.267626,104.19732,15.16817,79.44444,14.915143,81.66293,27.537062,26.637056,0.09825273,0.09827221,0.0,0.033581167,0.0,0.035146166,0.03512261,0.03368267,0.0,0.023952037,0.023914464,0.100422464,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28551600,1.6551719,0.042071763,4.1617756,2.9603083,1.4075865,5.499999,2.8267272,2.974935,34.492653,24.345436,91.39904,24.367117,106.44535,17.917877,82.049614,17.73433,92.417145,27.587755,26.687756,0.09717039,0.09718956,0.0,0.03195846,0.0,0.033121787,0.033098593,0.03374643,0.0,0.020142049,0.020107256,0.10455239,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28555200,1.5761814,0.22225146,4.7169604,3.9395044,2.0894704,5.499999,4.041388,2.975005,34.570667,25.112091,92.0693,25.165934,87.83904,20.783245,83.539696,20.68615,75.22243,28.121918,27.221918,0.09702531,0.09704444,0.0,0.0320209,0.0,0.0,0.047139704,0.034538087,0.0,0.02853877,0.0,0.10176216,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
28558800,1.5579406,0.52573526,5.274824,4.34214,2.7861626,5.4230456,4.443317,2.9753025,34.910973,27.628035,93.204475,27.722843,68.64251,26.34085,86.46114,26.34085,60.55106,30.211624,29.311623,0.09639159,0.096410535,0.0,0.032899525,0.0,0.0,0.0,0.0360219,0.0,0.0,0.0,0.08970176,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
28562400,1.780355,1.1787512,5.07399,3.4504273,3.5396423,5.1765585,3.348323,2.9782047,38.24439,26.178751,76.03946,26.178751,67.925,29.284155,87.94926,29.284155,59.525078,41.567577,27.368752,0.09010234,0.09011946,0.0,0.0,0.0,0.0,0.0,0.036827825,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28566000,2.2781618,0.9375055,4.8516965,3.3436618,3.8288805,5.04332,2.7066228,2.9776,37.538597,24.090673,73.34602,24.053024,85.06975,29.401478,63.32863,29.275354,69.43488,40.92199,25.45277,0.09144677,0.09146427,0.0,0.0,0.0,0.0,0.048057683,0.0,0.0,0.032867588,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28569600,2.6210663,0.572058,4.5059314,3.6324162,3.1592655,5.321145,3.1073332,2.97487,34.42371,26.866444,70.176186,26.826172,84.48602,27.097939,61.254898,26.972631,67.549446,29.487556,28.587551,0.09729854,0.09731775,0.0,0.0,0.0,0.0,0.049835708,0.0,0.0,0.032753423,0.0,0.094765544,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
28573200,2.5338485,1.0489917,4.0542564,3.520423,2.293458,5.4440675,2.9035876,2.973884,33.317005,26.832693,61.21796,26.790741,82.24737,26.02995,56.306053,25.902283,65.267044,29.409695,28.509695,0.0993473,0.09936713,0.0,0.0,0.0,0.0,0.050950117,0.0,0.0,0.033084016,0.0,0.086843446,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
28576800,2.5406294,0.7001525,3.3669963,2.508243,1.4577694,5.2354107,1.7942599,2.9742932,33.773163,23.565933,52.913483,23.52243,76.91354,18.393047,77.02246,18.269836,59.921135,36.896313,24.954815,0.098504685,0.09852425,0.0,0.0,0.0,0.0,0.051960718,0.036885325,0.0,0.032455564,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
28580400,2.1201062,0.2788201,3.045146,1.4821382,0.94608897,5.0889635,0.48082376,2.9726284,31.927471,23.724213,81.689964,23.753323,99.49178,11.702539,75.62196,11.417348,74.24895,27.093721,26.19372,0.10189851,0.10191908,0.0,0.037322626,0.0,0.0386282,0.038604062,0.03390905,0.0,0.025550345,0.025511682,0.08757456,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28584000,1.6597716,-8.5449216e-08,3.2651513,1.3744239,0.7402318,5.3440924,0.39032695,2.9735074,32.89822,22.013355,85.31175,22.035553,100.81358,13.505117,77.56476,13.240627,78.6086,25.389341,24.489336,0.10011864,0.10013868,0.0,0.03429228,0.0,0.03615279,0.03612907,0.03381753,0.0,0.024531893,0.02449392,0.10657408,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28587600,1.3199272,-8.5449216e-08,3.645807,1.9975765,0.96446925,5.499999,1.4977757,2.9741864,33.65448,23.464527,88.53144,23.486008,103.70595,16.113577,79.81114,15.907208,88.06845,26.761261,25.861261,0.09872418,0.09874381,0.0,0.03321673,0.0,0.034882076,0.03485857,0.034015637,0.0,0.02145719,0.021421406,0.10295732,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
28591200,1.1080146,-8.5449216e-08,4.124429,3.0019152,1.4090003,5.499999,3.0580618,2.9747305,34.265533,24.281313,91.456345,24.302038,106.232,20.272324,83.02133,20.174246,74.24179,27.512342,26.61234,0.09759228,0.09761158,0.0,0.031879593,0.0,0.033262912,0.033239685,0.03454266,0.0,0.028694041,0.0,0.102719374,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
28594800,1.0487019,0.15852048,4.681121,3.9305747,2.0928562,5.499999,4.1488323,2.975005,34.57154,25.08898,93.33722,25.139711,89.36782,20.739643,84.18989,20.647692,77.60642,28.068419,27.168419,0.097023696,0.09704282,0.0,0.031173507,0.0,0.0,0.046252552,0.034124803,0.0,0.02771234,0.0,0.100562654,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
28598400,1.1296133,0.5403204,5.2799587,4.2570477,2.9011884,5.3858385,4.3851066,2.9754002,35.021282,27.67992,94.48444,27.770607,69.85182,26.259418,87.01405,26.259418,61.104237,30.253212,29.353212,0.09618585,0.09620472,0.0,0.032119792,0.0,0.0,0.0,0.03566366,0.0,0.0,0.0,0.08932227,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
